filename,label
28723952.jpg,dog
45670251.jpg,airplane
40006742.jpg,airplane
98269468.jpg,bird
24419009.jpg,automobile
65699254.jpg,ship
20085246.jpg,dog
35194857.jpg,cat
86283175.jpg,cat
85893796.jpg,automobile
8064602.jpg,dog
22375006.jpg,truck
93273024.jpg,bird
8745483.jpg,dog
91682335.jpg,ship
99837945.jpg,bird
26763164.jpg,airplane
91477660.jpg,airplane
59242971.jpg,bird
3463956.jpg,ship
53915078.jpg,bird
80420079.jpg,dog
19508451.jpg,cat
4611475.jpg,bird
81535991.jpg,bird
10887786.jpg,truck
468958.jpg,horse
37572784.jpg,truck
3302895.jpg,deer
53257499.jpg,airplane
68867235.jpg,dog
83086119.jpg,automobile
19766324.jpg,airplane
57013958.jpg,deer
66093072.jpg,airplane
15118760.jpg,cat
96316704.jpg,frog
83585195.jpg,bird
30855715.jpg,ship
64110516.jpg,deer
50176801.jpg,deer
62390752.jpg,ship
29093649.jpg,deer
13828353.jpg,automobile
31722291.jpg,bird
60312882.jpg,cat
28324574.jpg,dog
3754824.jpg,automobile
38981372.jpg,automobile
26922509.jpg,bird
54375853.jpg,automobile
85311153.jpg,bird
3392538.jpg,truck
20316482.jpg,dog
27332593.jpg,airplane
84703489.jpg,frog
38893004.jpg,automobile
35998807.jpg,bird
64320479.jpg,horse
49047215.jpg,deer
63737355.jpg,cat
17994991.jpg,airplane
40225889.jpg,horse
56500636.jpg,deer
78940590.jpg,deer
30109166.jpg,frog
37761032.jpg,horse
13519507.jpg,airplane
25270873.jpg,cat
32867848.jpg,bird
77655473.jpg,deer
33332424.jpg,cat
96374817.jpg,cat
57911919.jpg,cat
82854252.jpg,deer
60872754.jpg,bird
5367367.jpg,cat
18404618.jpg,frog
30143721.jpg,ship
18403177.jpg,cat
5378247.jpg,automobile
99612892.jpg,automobile
39255396.jpg,cat
86632777.jpg,automobile
45177981.jpg,frog
31981651.jpg,bird
88603006.jpg,airplane
91780278.jpg,dog
25306067.jpg,truck
94067072.jpg,dog
67452900.jpg,truck
67112679.jpg,horse
65520523.jpg,airplane
87188399.jpg,airplane
41576347.jpg,dog
54288074.jpg,airplane
36510566.jpg,horse
13250360.jpg,truck
63271875.jpg,airplane
44001294.jpg,deer
44894195.jpg,dog
59696041.jpg,airplane
37293709.jpg,dog
16898500.jpg,airplane
68064618.jpg,airplane
64948881.jpg,ship
88466626.jpg,airplane
76421077.jpg,ship
996955.jpg,ship
74995044.jpg,horse
63758962.jpg,cat
10664762.jpg,deer
24246018.jpg,truck
54402102.jpg,truck
97657862.jpg,ship
13048583.jpg,frog
60516897.jpg,dog
81196229.jpg,horse
31126284.jpg,ship
5103659.jpg,deer
70490724.jpg,bird
78461841.jpg,cat
99627197.jpg,frog
60785921.jpg,automobile
90806705.jpg,bird
42096266.jpg,dog
71443655.jpg,ship
67630.jpg,truck
21616560.jpg,ship
44913788.jpg,ship
17318823.jpg,dog
93999561.jpg,ship
61549704.jpg,dog
35174035.jpg,ship
15243092.jpg,cat
8551314.jpg,automobile
58531609.jpg,ship
18734763.jpg,truck
85237816.jpg,dog
27281003.jpg,automobile
81659617.jpg,cat
57544413.jpg,cat
34242170.jpg,truck
78663022.jpg,cat
75884274.jpg,dog
46087844.jpg,airplane
31758273.jpg,automobile
49658620.jpg,truck
98095657.jpg,ship
86654394.jpg,dog
45705194.jpg,ship
52220276.jpg,truck
22691639.jpg,ship
51103621.jpg,automobile
33236656.jpg,deer
94472688.jpg,ship
3312310.jpg,dog
47845934.jpg,automobile
81900347.jpg,truck
89067394.jpg,dog
8439902.jpg,cat
97622557.jpg,dog
67105477.jpg,airplane
31058996.jpg,horse
37504148.jpg,bird
55383208.jpg,bird
89838944.jpg,airplane
52726396.jpg,cat
35628505.jpg,truck
56657932.jpg,automobile
21768914.jpg,cat
13667049.jpg,truck
14051707.jpg,truck
89614121.jpg,truck
83562732.jpg,deer
59177796.jpg,ship
40944333.jpg,deer
84831022.jpg,horse
83233732.jpg,deer
72887916.jpg,truck
11865370.jpg,airplane
71300245.jpg,deer
56306746.jpg,truck
85932170.jpg,bird
63742090.jpg,cat
92658425.jpg,truck
2827644.jpg,ship
48940777.jpg,bird
24419035.jpg,automobile
74918374.jpg,dog
67222716.jpg,ship
62422393.jpg,automobile
84136133.jpg,airplane
41983237.jpg,horse
75722082.jpg,bird
96168538.jpg,dog
61061519.jpg,bird
56718957.jpg,cat
35066357.jpg,ship
96863213.jpg,cat
62675267.jpg,automobile
27827770.jpg,airplane
40580934.jpg,truck
92686359.jpg,airplane
86177070.jpg,ship
99166390.jpg,deer
2255414.jpg,truck
25455102.jpg,horse
24923734.jpg,automobile
89874582.jpg,airplane
46549662.jpg,cat
74478009.jpg,horse
44706978.jpg,cat
16651325.jpg,ship
8354023.jpg,horse
21984433.jpg,ship
81001633.jpg,bird
69900811.jpg,bird
60974443.jpg,ship
36746940.jpg,airplane
99814178.jpg,airplane
9353303.jpg,bird
518529.jpg,ship
56779403.jpg,ship
40495493.jpg,bird
48859232.jpg,deer
99590829.jpg,bird
74151678.jpg,ship
83201958.jpg,ship
8558324.jpg,bird
46069989.jpg,dog
40789764.jpg,bird
83912648.jpg,cat
20705153.jpg,deer
59095707.jpg,ship
41147379.jpg,truck
9412110.jpg,truck
12690930.jpg,ship
32089137.jpg,bird
17886403.jpg,ship
32971794.jpg,automobile
81273209.jpg,bird
40819034.jpg,deer
38832190.jpg,cat
31850578.jpg,ship
14831699.jpg,deer
29185765.jpg,truck
27502637.jpg,airplane
20201868.jpg,automobile
26852978.jpg,truck
93525777.jpg,cat
97741966.jpg,airplane
78078895.jpg,airplane
24833533.jpg,ship
6273124.jpg,dog
84247772.jpg,ship
4844051.jpg,automobile
27430849.jpg,bird
4960695.jpg,bird
5131416.jpg,airplane
52334954.jpg,truck
62394087.jpg,frog
60232993.jpg,dog
71052752.jpg,frog
20720674.jpg,truck
40324956.jpg,deer
45466892.jpg,ship
54419907.jpg,cat
712241.jpg,frog
93921365.jpg,airplane
21334907.jpg,cat
98769338.jpg,bird
90608682.jpg,horse
62262705.jpg,bird
49864073.jpg,horse
99323489.jpg,cat
74050943.jpg,ship
22415768.jpg,dog
59148957.jpg,truck
68896019.jpg,automobile
67149480.jpg,automobile
26895002.jpg,automobile
68273653.jpg,ship
11878876.jpg,bird
91687926.jpg,horse
77310131.jpg,dog
47655455.jpg,cat
87055305.jpg,bird
71551906.jpg,dog
7365692.jpg,airplane
77532875.jpg,dog
82201126.jpg,truck
33291172.jpg,bird
90699831.jpg,horse
87157260.jpg,truck
68308593.jpg,dog
43659798.jpg,bird
23451203.jpg,ship
24256948.jpg,ship
44133971.jpg,dog
98393705.jpg,airplane
60093129.jpg,deer
20337699.jpg,automobile
17863100.jpg,horse
52773156.jpg,deer
91706592.jpg,truck
85813343.jpg,dog
80473192.jpg,automobile
34050043.jpg,airplane
36103276.jpg,truck
63981603.jpg,deer
96149079.jpg,bird
75805597.jpg,ship
91249700.jpg,dog
47570645.jpg,automobile
75881697.jpg,airplane
28422821.jpg,dog
46933962.jpg,frog
75378386.jpg,airplane
72279995.jpg,airplane
63584480.jpg,cat
1147711.jpg,truck
85834924.jpg,deer
12190028.jpg,dog
72937596.jpg,automobile
67079557.jpg,airplane
80930436.jpg,airplane
76795797.jpg,bird
39214651.jpg,deer
50474946.jpg,truck
34669499.jpg,truck
82890953.jpg,bird
58493041.jpg,truck
65876111.jpg,automobile
15559078.jpg,automobile
74332818.jpg,cat
27745739.jpg,deer
78903668.jpg,automobile
90995390.jpg,horse
72658560.jpg,dog
22540027.jpg,deer
42017591.jpg,frog
41266694.jpg,cat
51756862.jpg,airplane
6502009.jpg,cat
9439168.jpg,cat
47618227.jpg,bird
23104963.jpg,airplane
96105273.jpg,dog
58591130.jpg,bird
70906126.jpg,truck
25574325.jpg,airplane
92235199.jpg,automobile
98550267.jpg,airplane
56014107.jpg,deer
85905247.jpg,horse
20708852.jpg,truck
20848853.jpg,dog
11128195.jpg,dog
42866264.jpg,cat
48244880.jpg,deer
46940998.jpg,cat
92087787.jpg,truck
70647239.jpg,ship
24982307.jpg,frog
60610709.jpg,ship
82599454.jpg,automobile
65271912.jpg,deer
75986846.jpg,cat
92577683.jpg,ship
20479975.jpg,ship
952240.jpg,deer
31111819.jpg,bird
63404280.jpg,ship
44848217.jpg,automobile
70748678.jpg,automobile
73568054.jpg,cat
21513891.jpg,ship
43428867.jpg,dog
87101754.jpg,frog
17775353.jpg,horse
60094652.jpg,bird
12739793.jpg,automobile
62454946.jpg,bird
33482341.jpg,automobile
12001725.jpg,deer
97692069.jpg,horse
67306449.jpg,cat
95670695.jpg,bird
54806276.jpg,automobile
11856221.jpg,truck
91749291.jpg,horse
58847841.jpg,bird
80114498.jpg,frog
94565109.jpg,airplane
28664172.jpg,frog
90952817.jpg,dog
12011250.jpg,bird
94264058.jpg,bird
80293229.jpg,truck
39292434.jpg,bird
29066617.jpg,ship
30064163.jpg,deer
97099401.jpg,truck
1003153.jpg,frog
64951687.jpg,ship
73847358.jpg,automobile
58304600.jpg,truck
62821944.jpg,bird
95610607.jpg,automobile
89512073.jpg,bird
81847597.jpg,ship
66543701.jpg,ship
36790123.jpg,bird
81136510.jpg,automobile
76556002.jpg,cat
73802604.jpg,cat
68435449.jpg,airplane
9476119.jpg,cat
53821108.jpg,airplane
8930834.jpg,dog
54854530.jpg,cat
17871276.jpg,bird
16061240.jpg,airplane
84279307.jpg,dog
3945101.jpg,deer
24714032.jpg,bird
83318038.jpg,deer
51876629.jpg,truck
80726659.jpg,automobile
83444534.jpg,airplane
7067767.jpg,automobile
6550767.jpg,truck
51586609.jpg,dog
51384245.jpg,dog
34996054.jpg,automobile
51171710.jpg,truck
54622901.jpg,automobile
7932656.jpg,dog
28181399.jpg,cat
99908948.jpg,automobile
51671239.jpg,truck
26473126.jpg,automobile
59691289.jpg,bird
84367663.jpg,truck
81480469.jpg,truck
13270517.jpg,automobile
34153562.jpg,horse
56672797.jpg,ship
61019677.jpg,truck
56230753.jpg,truck
47350094.jpg,deer
20402451.jpg,truck
40645805.jpg,truck
38350312.jpg,bird
76206334.jpg,frog
44121391.jpg,truck
55430058.jpg,dog
7107939.jpg,deer
41295052.jpg,truck
69818247.jpg,ship
80410435.jpg,frog
79686620.jpg,horse
99519566.jpg,automobile
8176945.jpg,truck
13467230.jpg,frog
95698315.jpg,ship
50652911.jpg,automobile
2653721.jpg,deer
5649906.jpg,deer
23008803.jpg,dog
15867523.jpg,horse
70685144.jpg,automobile
63833927.jpg,frog
24421019.jpg,frog
75585044.jpg,frog
95345383.jpg,airplane
40681847.jpg,deer
21501265.jpg,dog
46034697.jpg,automobile
28429790.jpg,cat
46813324.jpg,ship
5815484.jpg,dog
17271498.jpg,bird
84453951.jpg,frog
95987176.jpg,cat
14128763.jpg,automobile
80295116.jpg,airplane
52929899.jpg,truck
47519817.jpg,frog
21430912.jpg,cat
25675915.jpg,cat
66126434.jpg,bird
34710172.jpg,airplane
24530666.jpg,ship
25980611.jpg,ship
32034663.jpg,bird
87788303.jpg,bird
73895550.jpg,automobile
86804353.jpg,horse
72155545.jpg,deer
70828595.jpg,cat
67360928.jpg,bird
56499956.jpg,automobile
19043880.jpg,truck
44312085.jpg,ship
51555323.jpg,automobile
74288374.jpg,automobile
7124892.jpg,airplane
44537076.jpg,ship
55105214.jpg,cat
32502898.jpg,dog
70480084.jpg,truck
58646834.jpg,automobile
14355718.jpg,bird
90447677.jpg,deer
96857411.jpg,deer
55299085.jpg,automobile
39296108.jpg,cat
20046796.jpg,truck
37012708.jpg,truck
28110480.jpg,dog
12631481.jpg,ship
13951479.jpg,cat
12482181.jpg,ship
92064420.jpg,frog
54264209.jpg,deer
58960568.jpg,bird
93099874.jpg,airplane
36715667.jpg,airplane
9705173.jpg,truck
65699917.jpg,automobile
85345927.jpg,bird
22423594.jpg,truck
658412.jpg,airplane
42454111.jpg,dog
99541719.jpg,bird
89932064.jpg,truck
39725647.jpg,bird
38670553.jpg,cat
10263991.jpg,cat
17078404.jpg,airplane
11948037.jpg,deer
63421772.jpg,automobile
58393226.jpg,ship
67537395.jpg,automobile
33664654.jpg,dog
96285391.jpg,truck
14321927.jpg,airplane
2089712.jpg,automobile
54266378.jpg,bird
90498573.jpg,ship
47944155.jpg,bird
1863797.jpg,frog
32366837.jpg,automobile
5635371.jpg,cat
72125908.jpg,bird
48077564.jpg,cat
71578364.jpg,automobile
63259492.jpg,horse
30626137.jpg,automobile
17346234.jpg,dog
74765221.jpg,bird
80999854.jpg,dog
60819446.jpg,dog
14438787.jpg,deer
51724210.jpg,automobile
93848489.jpg,cat
30090960.jpg,ship
96130592.jpg,deer
18358857.jpg,bird
80200482.jpg,automobile
45174708.jpg,truck
97921889.jpg,dog
63975741.jpg,airplane
59645741.jpg,dog
30476747.jpg,cat
78606490.jpg,cat
80954601.jpg,ship
32649362.jpg,airplane
16752374.jpg,airplane
28528465.jpg,bird
32438537.jpg,dog
99938874.jpg,deer
21286804.jpg,automobile
55313357.jpg,automobile
37391334.jpg,bird
8550234.jpg,horse
86492035.jpg,airplane
44201760.jpg,bird
79427903.jpg,dog
45518431.jpg,frog
70299003.jpg,airplane
73350021.jpg,horse
68076744.jpg,ship
55886950.jpg,automobile
73319347.jpg,truck
14604039.jpg,truck
77850304.jpg,cat
40738193.jpg,bird
30643988.jpg,bird
13120401.jpg,airplane
773668.jpg,automobile
28937866.jpg,airplane
21144257.jpg,truck
24658589.jpg,bird
3303023.jpg,automobile
29361671.jpg,frog
947842.jpg,bird
72949921.jpg,airplane
29639821.jpg,airplane
22248185.jpg,ship
67036283.jpg,automobile
36075451.jpg,bird
70202545.jpg,cat
65584915.jpg,cat
85496065.jpg,truck
8542156.jpg,ship
17878285.jpg,truck
59140476.jpg,horse
62626415.jpg,deer
27968259.jpg,truck
55203150.jpg,frog
48167788.jpg,deer
20551784.jpg,ship
58171582.jpg,automobile
14208392.jpg,bird
79014858.jpg,cat
2459539.jpg,truck
95319371.jpg,automobile
35258759.jpg,bird
32896331.jpg,deer
88204978.jpg,deer
53456912.jpg,deer
97627163.jpg,airplane
6269356.jpg,automobile
59605403.jpg,cat
81152733.jpg,automobile
396413.jpg,automobile
40088379.jpg,airplane
17762820.jpg,cat
29079086.jpg,dog
82817141.jpg,airplane
29997047.jpg,bird
8559210.jpg,dog
92011054.jpg,bird
11583056.jpg,automobile
27021741.jpg,horse
73292360.jpg,automobile
22110430.jpg,airplane
34267858.jpg,frog
87563497.jpg,ship
15754533.jpg,ship
99917129.jpg,airplane
72558269.jpg,cat
79336499.jpg,bird
84014806.jpg,truck
51865696.jpg,horse
21951742.jpg,dog
70270879.jpg,automobile
99535701.jpg,horse
33503688.jpg,airplane
38613037.jpg,dog
86348774.jpg,airplane
32225729.jpg,bird
88502834.jpg,cat
2852783.jpg,bird
5768089.jpg,cat
92561022.jpg,bird
64439603.jpg,airplane
6463352.jpg,automobile
93741077.jpg,airplane
56612936.jpg,truck
24434399.jpg,automobile
49381822.jpg,automobile
87005283.jpg,cat
24866042.jpg,horse
58526639.jpg,automobile
16844641.jpg,truck
20449875.jpg,airplane
5577105.jpg,ship
84491437.jpg,airplane
92429728.jpg,truck
95305994.jpg,cat
85134155.jpg,horse
51741305.jpg,bird
36350133.jpg,automobile
98066293.jpg,cat
66277628.jpg,automobile
10535967.jpg,automobile
14811777.jpg,dog
61459729.jpg,horse
78231961.jpg,cat
44034005.jpg,truck
66303803.jpg,automobile
54129428.jpg,cat
57275873.jpg,airplane
36346751.jpg,bird
13307760.jpg,airplane
52083029.jpg,airplane
87613862.jpg,deer
3020130.jpg,dog
57326581.jpg,bird
19500569.jpg,truck
76508803.jpg,ship
65614414.jpg,cat
1389563.jpg,truck
38941354.jpg,bird
47982099.jpg,deer
88577515.jpg,airplane
441676.jpg,dog
7195268.jpg,automobile
22747041.jpg,bird
6055371.jpg,airplane
27813833.jpg,deer
46632730.jpg,cat
71258562.jpg,frog
47499756.jpg,cat
65900044.jpg,cat
54284302.jpg,truck
42205844.jpg,cat
90010241.jpg,truck
21755115.jpg,dog
59267065.jpg,bird
86089190.jpg,automobile
1723769.jpg,ship
95745821.jpg,horse
42979393.jpg,deer
51939857.jpg,bird
45247408.jpg,horse
74074822.jpg,automobile
23234603.jpg,bird
40969921.jpg,truck
75698708.jpg,truck
70617383.jpg,horse
32247184.jpg,automobile
15905417.jpg,airplane
21623901.jpg,deer
85017968.jpg,ship
55724730.jpg,horse
47637549.jpg,horse
32582097.jpg,cat
68632361.jpg,ship
25797947.jpg,ship
30011517.jpg,dog
43239264.jpg,frog
28656895.jpg,ship
44418056.jpg,bird
75008626.jpg,ship
92371724.jpg,cat
42615888.jpg,cat
58880339.jpg,dog
72772404.jpg,ship
77041339.jpg,bird
53267016.jpg,truck
52511958.jpg,truck
10702829.jpg,deer
87217165.jpg,ship
46233829.jpg,truck
37140933.jpg,bird
